ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,EPA_PARAM_IR_CATEGORY_ID,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT
UT-L-14080203-002_00,Monticello Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030005-025_00,Sevier River-20,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-16020203-001_00,Deer Creek Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020203-001_00,Deer Creek Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020203-001_00,Deer Creek Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,"AMMONIA, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,"AMMONIA, TOTAL",Cause,4A,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria
UT16010203-008_00,Spring Creek-Hyrum,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070007-005_00,Paria River-3,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070007-005_00,Paria River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020101-028_00,Weber River-12,LEAD,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-028_00,Weber River-12,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-028_00,Weber River-12,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070003-015_00,Fish Lake Tributaries,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information
UT-L-16020202-002_00,Big East Lake,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020202-002_00,Big East Lake,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020202-002_00,Big East Lake,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020202-002_00,Big East Lake,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020202-002_00,Big East Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14040106-021_00,Flaming Gorge Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-026_00,Mill Creek1-SLCity,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-026_00,Mill Creek1-SLCity,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16030003-021_00,Manning Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information
UT16030003-021_00,Manning Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030003-021_00,Manning Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-021_00,Manning Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030003-021_00,Manning Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010201-002_00,Laketown,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010201-002_00,Laketown,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010201-002_00,Laketown,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010203-006_00,Logan River-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010203-006_00,Logan River-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010203-006_00,Logan River-2,PH,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010203-006_00,Logan River-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020202-012_00,Soldier Creek-1,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-012_00,Soldier Creek-1,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-012_00,Soldier Creek-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-033_00,Snow Creek,COPPER,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020102-033_00,Snow Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-033_00,Snow Creek,PH,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020102-033_00,Snow Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-033_00,Snow Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14070005-002_00,Birch Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070005-002_00,Birch Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information
UT14070005-002_00,Birch Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060004-015_00,Currant Creek Upper,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060004-015_00,Currant Creek Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020102-045_00,Stone Creek-2,COPPER,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060004-011_00,Timber Canyon Creek,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020202-001_00,Spanish Fork River-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030007-002_00,Beaver River-2,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030007-002_00,Beaver River-2,TEMPERATURE,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030007-002_00,Beaver River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030007-002_00,Beaver River-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030007-002_00,Beaver River-2,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT14070004-001_00,Dirty Devil River,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070004-001_00,Dirty Devil River,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020203-004_00,Provo River-4,PH,Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT16020203-004_00,Provo River-4,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT16020203-004_00,Provo River-4,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020203-004_00,Provo River-4,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT16020203-004_00,Provo River-4,ESCHERICHIA COLI (E. COLI),Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT16020203-004_00,Provo River-4,ESCHERICHIA COLI (E. COLI),Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT15010008-001_00,Santa Clara-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT15010008-001_00,Santa Clara-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT15010008-001_00,Santa Clara-1,ARSENIC,Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT15010008-001_00,Santa Clara-1,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-049_00,Mill Creek2-Davis,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14040106-004_00,Middle Fork Beaver Creek,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16030002-003_00,Otter Creek-3,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-003_00,Otter Creek-3,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-003_00,Otter Creek-3,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-003_00,Otter Creek-3,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-003_00,Otter Creek-3,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030003-018_00,Clear Creek-I70,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030003-018_00,Clear Creek-I70,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16030003-018_00,Clear Creek-I70,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-013_00,San Rafael Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Meeting criteria
UT16030004-003_00,Six Mile Creek - Sevier,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030004-003_00,Six Mile Creek - Sevier,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030004-003_00,Six Mile Creek - Sevier,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT-L-16030006-017_00,Yankee Meadow Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020304-001_00,Vernon Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020304-001_00,Vernon Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020304-001_00,Vernon Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020304-001_00,Vernon Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information
UT16010202-004_00,Bear River-3,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010202-004_00,Bear River-3,"PHOSPHORUS, TOTAL",Cause,4A,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010202-004_00,Bear River-3,SEDIMENT,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010202-004_00,Bear River-3,SEDIMENT,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010202-004_00,Bear River-3,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14070007-001_00,Paria River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14070007-001_00,Paria River-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070007-001_00,Paria River-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14060004-003_02,Starvation Tributaries-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060004-003_02,Starvation Tributaries-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14080203-003_00,Montezuma Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14080203-003_00,Montezuma Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-14070003-044_00,Lower Bowns Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14070003-044_00,Lower Bowns Reservoir,"AMMONIA, TOTAL",Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT-L-14070003-044_00,Lower Bowns Reservoir,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14070003-044_00,Lower Bowns Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14070003-044_00,Lower Bowns Reservoir,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-009_00,Mammoth Creek Lower,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060010-011_01,Green River-2 Tribs-1,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060010-011_01,Green River-2 Tribs-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020203-026_00,Heber Valley,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020203-007_00,South Fork Provo River,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020204-004_00,Jordan River-4,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-004_00,Jordan River-4,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020204-004_00,Jordan River-4,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-009_00,Middle Fork Ogden River,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14060010-009_00,Stewart Lake,SELENIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-14080201-007_00,Recapture Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14080201-007_00,Recapture Reservoir,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070005-018_00,Boulder Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information
UT14070005-011_00,Escalante River Lower,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,COPPER,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-039_00,Farmington Creek-1,ALUMINUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010101-007_00,Big Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information
UT16010101-007_00,Big Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT16020202-005_00,Hobble Creek-3,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030002-004_00,Otter Creek-2,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-004_00,Otter Creek-2,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-004_00,Otter Creek-2,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-004_00,Otter Creek-2,HABITAT ALTERATIONS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030007-027_00,LaBaron Lake,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030007-027_00,LaBaron Lake,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16030001-014_00,Threemile Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030001-014_00,Threemile Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-014_00,Threemile Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030001-014_00,Threemile Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Threatened
UT16030001-014_00,Threemile Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060008-002_00,Green River-5,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria
UT16030002-005_00,East Fork Sevier River-4,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-005_00,East Fork Sevier River-4,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14080205-003_00,San Juan River-1 Triburaries,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT-L-16030006-002_00,Upper Enterprise Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-002_00,Upper Enterprise Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-002_00,Upper Enterprise Reservoir,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-044_01,Parrish Creek,COPPER,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14080205-001_00,San Juan River-1,IRON,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,LEAD,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,LEAD,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT14080205-001_00,San Juan River-1,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT14080205-001_00,San Juan River-1,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,THALLIUM,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,THALLIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,MERCURY,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT14080205-001_00,San Juan River-1,COPPER,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080205-001_00,San Juan River-1,ALUMINUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020203-013_00,Provo Deer Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-043_00,Barnard Creek,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-043_00,Barnard Creek,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020102-043_00,Barnard Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-003_00,Colorado River-3,SELENIUM,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria
UT14080201-005_00,Recapture Creek-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14030005-017_00,Courthouse Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060003-019_00,North Fork Duchesne,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14070003-001_00,Johnson Valley,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070003-001_00,Johnson Valley,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070003-001_00,Johnson Valley,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
