ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT,FIRST_LISTED_CYCLE
UT-L-16010204-033_00,Mantua Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14060004-015_00,Currant Creek Upper,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060006-001_00,Willow Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT14060003-005_00,Antelope Creek,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14060009-010_00,Huntington Creek-1,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT-L-16020304-005_00,Grantsville Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030002-003_00,Otter Creek-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020201-009_00,Spring Creek-Lehi,CADMIUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14080203-003_00,Montezuma Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020204-006_03,Dry Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2008
UT14060003-024_00,Uinta River-4,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT15010008-014_00,North Creek-Virgin,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2016
UT16020102-039_00,Farmington Creek-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16020203-009_00,Main Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14070005-003_00,North Creek-Escalante,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16010203-018_00,Blacksmith Fork-2,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT15010003-004_00,Johnson Wash-1,SELENIUM,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Meeting criteria,
UT16020203-027_00,Spring Creek-Heber,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2016
UT16020203-027_00,Spring Creek-Heber,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16020202-005_00,Hobble Creek-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030002-005_00,East Fork Sevier River-4,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16020202-042_00,Spring Creek-Springville,"AMMONIA, TOTAL",Meeting Criteria,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria,
UT16020202-042_00,Spring Creek-Springville,"AMMONIA, TOTAL",Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT14070005-012_00,Escalante River Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16020203-006_03,Provo River-6-3,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030001-003_00,Westwater Creek,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT16020204-025_00,Parleys Canyon Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16010202-010_00,Cub River,SEDIMENT,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,1998
UT16030003-027_00,Peterson Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT14060009-003_04,Bear Canyon-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-16030007-020_00,Kents Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14030005-011_00,Pack Creek,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2016
UT14030005-011_00,Pack Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16030004-003_00,Six Mile Creek - Sevier,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT14050007-005_00,Bitter Creek Upper,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020102-045_00,Stone Creek-2,COPPER,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT-L-16030002-007_00,Pine Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,Domestic Source,Fully Supporting,Meeting criteria,
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16020309-002_00,Blue Creek,ALUMINUM,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT14040106-021_00,Pot Creek,IRON,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT15010008-001_00,Santa Clara-1,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14030005-010_00,Onion Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16020204-002_00,Jordan River-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2006
UT16020102-036_00,Baer Creek-3,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14040106-018_00,Red Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14070002-003_00,Saleratus Creek - Emery,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Insufficient Information,Meeting criteria,
UT14060004-002_00,Indian Canyon Creek,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2008
UT-L-14040106-033_00,Matt Warner Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030005-019_00,Professor Creek,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT14080201-008_00,Westwater Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT14060003-020_00,Rock Creek Upper,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020204-020_00,Big Cottonwood Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT16020204-020_00,Big Cottonwood Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14060010-007_00,Ashley Creek Upper,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060003-005_00,Antelope Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,1998
UT16020101-020_01,Silver Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14080201-009_00,San Juan River-2,LEAD,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT16020102-049_00,Mill Creek2-Davis,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020201-009_00,Spring Creek-Lehi,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020202-027_00,Beer Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT16020201-009_00,Spring Creek-Lehi,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14070004-001_00,Dirty Devil River,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16020203-026_00,Heber Valley,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020204-024_01,Midas Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020102-031_00,Kays Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020102-043_00,Barnard Creek,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14070003-015_00,Fish Lake Tributaries,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information,
UT16020102-050_00,Mill Creek1-Davis,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14060008-007_00,Ten Mile Canyon - Grand,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16020204-006_03,Dry Creek,SELENIUM,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT14030005-007_00,Salt Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16030004-005_02,San Pitch-3-2,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2016
UT16030004-005_02,San Pitch-3-2,"AMMONIA, TOTAL",Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2016
UT15010003-002_02,Kanab Creek-1-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT-L-16010203-009_00,Porcupine Reservoir,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020102-046_00,Stone Creek-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16020102-046_00,Stone Creek-1,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020102-046_00,Stone Creek-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16020201-014_00,Currant Creek-Juab Valley,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020204-003_00,Jordan River-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2006
UT-L-16020101-002_00,Rockport Reservoir,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14060003-008_00,Lake Fork-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14060003-008_00,Lake Fork-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Severely Habitat-Limited),Not Supporting,Not meeting criteria,2020
UT16020202-001_00,Spanish Fork River-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020102-032_02,Middle Fork Kays Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14060004-004_00,Lake Canyon Lake,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT14030005-010_00,Onion Creek Lower,SELENIUM,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT-L-16020201-004_01,Utah Lake other than Provo Bay,HARMFUL ALGAL BLOOMS,Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16010202-015_00,Clay Slough,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2012
UT16010202-015_00,Clay Slough,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT16010202-015_00,Clay Slough,PH,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2012
UT16010202-015_00,Clay Slough,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT-L-16030004-005_00,Palisade Lake,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1992
UT16020204-026_00,Mill Creek1-SLCity,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT14060010-001_00,Ashley Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,1992
UT14030005-005_00,Mill Creek1-Moab,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2016
UT14030005-005_00,Mill Creek1-Moab,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT-L-14080201-007_00,Recapture Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020204-005_00,Jordan River-5,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria,
UT16030003-006_00,Salina Creek-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-031_00,Kays Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-031_00,Kays Creek,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16020102-031_00,Kays Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT-L-16030006-002_00,Upper Enterprise Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-010_00,Huntington Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT-L-16020202-001_00,Salem Lake,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT14070007-005_00,Paria River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2008
UT14060009-004_01,Huntington Creek-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030004-009_00,San Pitch-5,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16020102-033_00,Snow Creek,COPPER,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2022
UT14070005-003_00,North Creek-Escalante,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT15010010-001_00,Virgin River-1,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14070007-002_00,Paria River-2,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT-L-16020203-004_00,Mill Hollow Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1992
UT14060006-001_00,Willow Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020201-005_00,Salt Creek-2,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16030001-014_00,Threemile Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Threatened,2022
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,Domestic Source,Fully Supporting,Meeting criteria,
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16020102-026_02,Murnin Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14030001-003_00,Westwater Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020203-014_00,Snake Creek-1,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2006
UT14070002-003_00,Saleratus Creek - Emery,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020203-003_00,Provo River-3,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020204-005_00,Jordan River-5,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT16020204-021_00,Little Cottonwood Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT14080201-006_00,Cottonwood Wash-2,RADIUM,Cause,Domestic Source,Not Supporting,Not meeting criteria,1998
UT-L-14080201-007_00,Recapture Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020203-001_00,Provo River-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020204-024_02,Butterfield Creek,SELENIUM,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT14060003-002_00,Duchesne River-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020201-012_00,Mill Race Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020204-003_00,Jordan River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT14060009-007_00,Cottonwood Creek Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16030001-007_00,Sevier River-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020204-007_00,Jordan River-7,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT16020102-002_00,Weber River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT-L-14060007-004_00,Lower Gooseberry Reservoir,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT14060010-010_00,Green River-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT14060010-010_00,Green River-2,PH,Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14060010-010_00,Green River-2,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14060010-010_00,Green River-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14080201-009_00,San Juan River-2,CADMIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT14080203-007_00,Montezuma Creek-3,SELENIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030001-004_00,Bear Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030001-004_00,Bear Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030001-004_00,Bear Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT-L-14040106-034_00,Calder Reservoir,EUTROPHICATION,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16030003-005_00,Lost Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2022
UT15010003-004_00,Johnson Wash-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14070002-002_00,Quitchipah Creek Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT-L-16030006-008_00,Newcastle Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT-L-14060010-002_00,Brough Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-033_00,Emigration Creek Lower,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14070002-002_00,Quitchipah Creek Upper,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14050007-003_00,Evacuation Creek,SELENIUM,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16020201-009_00,Spring Creek-Lehi,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030002-001_01,La Sal Creek-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information,
UT16020102-031_00,Kays Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14030005-018_00,Courthouse Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16020203-014_00,Snake Creek-1,CHROMIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14030005-001_00,Kane Spring Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020102-042_00,Ricks Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020204-006_03,Dry Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT16020202-025_00,Nebo Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16010204-007_01,Middle Bear East-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14070005-007_00,Calf Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020203-010_00,Main Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2016
UT16020203-010_00,Main Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT-L-16010203-012_00,Tony Grove Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT-L-16020203-003_00,Jordanelle Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020204-004_00,Jordan River-4,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT16010204-003_00,Bear River-1,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16010204-003_00,Bear River-1,DISSOLVED OXYGEN,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT14060010-011_03,Green River-2 Tribs-3,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060010-011_03,Green River-2 Tribs-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16030002-002_00,Otter Creek-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030002-002_00,Otter Creek-1,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
