Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080406,Dry Lake Outlet-Green River,65.90,32.00,28.77,54.22
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080407,White Wash-Green River,79.40,1.95,31.03,69.49
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080408,Bull Hollow-Green River,83.20,0.00,33.33,72.18
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080508,Dripping Spring-Tenmile Canyon,89.20,0.25,33.33,74.09
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080701,Spring Canyon,94.00,1.35,33.33,75.33
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080702,Keg Spring Canyon-Green River,83.30,5.85,33.33,70.26
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080703,Hell Roaring Canyon,91.80,3.10,33.33,74.01
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080704,Deadman Point-Green River,78.10,5.35,33.33,68.69
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080705,Mineral Canyon,98.40,3.60,33.33,76.04
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080706,Horsethief Canyon,98.30,1.30,33.30,76.77
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080708,Upheaval Canyon-Green River,79.80,11.55,33.33,67.19
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080802,Holeman Spring Mesa-Green River,79.90,13.00,33.33,66.74
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080804,Horse Canyon,100.00,14.20,33.33,73.04
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080805,Soda Springs Basin-Green River,80.40,14.45,33.33,66.43
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600080806,Jasper Canyon-Green River,84.30,18.05,33.33,66.53
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090103,Miller Fork Canyon-Huntington Creek,79.80,29.90,32.20,60.70
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090105,Huntington Lake-Huntington Creek,34.10,51.40,25.70,36.13
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090107,Fivemile Wash-Huntington Creek,26.30,47.60,11.77,30.16
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090205,Straight Canyon,51.80,45.25,33.30,46.62
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090208,Lower Rock Canyon Creek,47.30,35.50,13.83,41.88
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600090209,Lower Cottonwood Creek,29.80,72.05,17.73,25.16
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600091002,Red Canyon-San Rafael River,58.20,26.75,33.33,54.93
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600091005,Tidwell Draw-San Rafael River,55.60,38.50,32.03,49.71
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600091007,Shadescale Mesa-San Rafael River,46.20,21.15,32.47,52.51
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600091008,The Frenchmans-San Rafael River,54.80,18.55,32.43,56.23
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140600091009,Horse Bench-San Rafael River,60.30,20.45,33.20,57.68
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700011201,Muley Twist Canyon,75.40,41.15,33.33,55.86
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700011202,Headwaters Halls Creek,70.20,33.45,33.30,56.68
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020107,Blue Trail Canyon-Ivie Creek,45.10,23.35,30.03,50.59
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020201,Beaver Creek,30.60,29.75,33.33,44.73
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020202,Horse Creek,37.10,28.70,33.33,47.24
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020205,Miller Canyon-Muddy Creek,55.90,35.55,21.30,47.22
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020405,Red Valley-Muddy Creek,57.30,19.15,33.23,57.13
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020407,Big Bend Draw-Muddy Creek,56.10,23.35,33.30,55.35
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020602,Poor Canyon-Muddy Creek,55.70,32.70,33.33,52.11
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020605,Segers Hole-Muddy Creek,29.00,30.15,33.33,44.06
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020804,Middle Wild Horse Mesa-Muddy Creek,55.50,19.35,33.33,56.49
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700020806,Red Canyon-Muddy Creek,54.50,16.90,32.53,56.71
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030101,U M Creek,39.20,55.90,33.33,38.88
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030102,Fish Lake,51.20,59.75,61.10,50.85
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030103,Sevenmile Creek,39.40,57.90,38.90,40.13
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030104,Short Creek,16.60,66.25,55.57,35.31
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030105,Mill Meadow Reservoir,47.10,46.45,55.57,52.07
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030106,Reese Creek-Fremont River,10.20,45.60,50.90,38.50
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030210,Shingle Mill Creek-Fremont River,19.40,58.25,46.57,35.91
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030301,Boulder Creek-Fremont River,35.10,67.85,85.60,50.95
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030304,Sulphur Creek,41.20,46.50,85.87,60.19
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030305,Donkey Creek-Fremont River,33.90,69.00,61.00,41.97
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030306,Spring Canyon,69.60,44.40,66.67,63.96
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030307,Polk Creek,66.40,42.80,88.90,70.83
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030308,Upper Deep Creek,57.80,47.10,88.90,66.53
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030310,Grand Wash-Fremont River,43.70,49.65,66.63,53.56
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030402,Lower Pleasant Creek,51.80,48.15,31.27,44.97
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700030410,Caineville Reef-Fremont River,32.70,39.10,63.57,52.39
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050102,Birch Creek,62.80,54.85,33.17,47.04
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050103,Upper North Creek,40.90,48.50,33.33,41.91
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050107,Wide Hollow Reservoir-Escalante River,14.90,97.70,23.33,13.51
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050205,Big Flat-Escalante River,56.20,41.85,33.33,49.23
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050210,Calf Creek-Escalante River,51.30,49.45,33.33,45.06
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050408,Big Bown Bench-Escalante River,77.90,15.35,33.33,65.29
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050601,Chiprock Bench-Escalante River,82.00,0.95,33.33,71.46
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050603,Lower Moody Creek,84.40,1.45,33.33,72.09
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050604,Scorpion Gulch-Escalante River,82.80,2.75,33.33,71.13
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700050606,Fools Canyon-Escalante River,83.70,2.20,33.33,71.61
W Colorado River,3A: Which aquatic life impairments are in areas with Species of Greatest Conservation Need (SGCN)?,140700070204,Lower Sheep Creek,72.70,66.65,33.33,46.46
W Colorado River,4A:What recreational use and fish consumption impaired AUs are within underserved and economically challenged communities?,NA,,,,,
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070101,Left Fork White River,71.70,15.10,9.00,55.20
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070102,Right Fork White River,74.20,10.63,7.83,57.13
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070103,Tabbyune Creek-White River,55.50,25.20,26.35,52.22
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070201,Gooseberry Creek,20.80,32.77,25.12,37.72
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070202,Fish Creek,53.70,18.40,0.00,45.10
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070203,Mud Creek,26.20,40.53,26.03,37.23
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070204,Dry Valley-Lost Creek,0.00,40.67,13.82,24.38
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070205,Pontown Creek-Fish Creek,41.20,31.30,0.00,36.63
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070206,Scofield Reservoir-Price River,18.20,51.57,30.98,32.54
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070401,Mud Water Canyon,69.80,26.50,0.00,47.77
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070402,North Fork Gordon Creek,48.50,31.17,0.02,39.12
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070403,South Fork Gordon Creek,69.00,28.73,0.00,46.76
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070404,Gordon Creek,65.10,26.90,20.67,52.96
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070501,Beaver Creek,39.90,27.63,15.92,42.73
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070502,Horse Creek,37.10,25.43,16.67,42.78
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070503,Kyune Creek-Price River,42.40,26.73,32.17,49.28
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070504,Ford Creek-Price River,54.70,28.40,33.47,53.26
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070507,Consumers Wash-Price River,50.10,33.20,22.80,46.57
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070601,Serviceberry Creek,73.10,23.00,0.00,50.03
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070602,Clawson Spring-Miller Creek,66.70,33.30,23.17,52.19
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070603,Outlet Miller Creek,47.10,31.73,42.72,52.70
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070701,Timothy Wash,22.90,21.73,28.50,43.22
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070702,Desert Lake Wash,36.00,29.93,21.37,42.48
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070703,Dry Wash,75.20,13.63,0.00,53.86
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070704,Marsing Wash,39.40,19.37,40.43,53.49
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070705,Washboard Wash,50.90,31.00,28.92,49.61
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070706,Desert Lake-Desert Seep Wash,47.90,15.53,27.57,53.31
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070801,Pinnacle Wash,62.80,27.13,20.43,52.03
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070802,Drunkards Wash,42.60,23.13,27.22,48.90
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070803,Cardinal Wash-Price River,7.50,77.77,41.10,23.61
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070804,Hayes Wash,42.00,27.37,46.72,53.78
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070805,Headwaters Coal Creek,48.80,31.07,0.00,39.24
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070806,Outlet Coal Creek,56.70,19.57,45.45,60.86
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070807,Town of Wellington-Price River,23.60,39.03,44.97,43.18
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070903,Grassy Trail Reservoir-Grassy Trail Creek,83.30,31.30,53.82,68.61
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600070906,Horse Canyon-Icelander Creek,100.00,15.27,56.08,80.27
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600071101,Marsh Flat Wash,85.10,4.10,0.00,60.33
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600071105,Little Park Wash,76.40,30.40,3.45,49.82
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600071106,Book Cliffs-Price River,77.10,13.63,3.92,55.80
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600071107,Outlet Price River,79.20,21.27,16.67,58.20
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090102,Right Fork Huntington Creek,62.40,15.37,10.48,52.51
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090103,Miller Fork Canyon-Huntington Creek,85.40,15.83,49.47,73.01
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090104,Cedar Creek,72.10,25.47,23.68,56.77
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090105,Huntington Lake-Huntington Creek,36.50,35.40,35.35,45.48
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090107,Fivemile Wash-Huntington Creek,28.10,47.30,28.75,36.52
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090204,Upper Cottonwood Creek,58.20,26.27,16.67,49.53
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090205,Straight Canyon,55.40,26.07,8.70,46.01
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090206,Grimes Wash,57.60,21.00,0.00,45.53
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090207,Upper Rock Canyon Creek,53.60,19.30,26.27,53.52
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090209,Lower Cottonwood Creek,31.90,66.37,26.00,30.51
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090301,Big Bear Creek,74.50,10.77,0.00,54.58
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090302,Ferron Reservoir-Ferron Creek,67.30,8.53,0.00,52.92
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090303,Millsite Reservoir-Ferron Creek,63.90,13.90,31.93,60.64
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140600090304,Swahlen Wash-Ferron Creek,42.10,48.63,28.73,40.73
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020102,North Fork Quitchupah Creek,48.90,24.07,0.00,41.61
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020103,Convulsion Canyon-Quitchupah Creek,43.20,32.00,0.00,37.07
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020106,Christiansen Wash-Quitchupah Creek,35.50,50.93,27.85,37.47
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020201,Beaver Creek,32.70,17.93,0.00,38.26
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020202,Horse Creek,39.80,17.37,0.00,40.81
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020203,Box Canyon-Muddy Creek,33.60,19.13,4.35,39.61
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020204,Wash Rock Canyon-Muddy Creek,34.00,21.07,28.62,47.18
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700020205,Miller Canyon-Muddy Creek,59.80,24.97,31.53,55.46
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030101,U M Creek,41.90,34.00,0.00,35.97
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030104,Short Creek,17.80,41.80,33.87,36.62
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030105,Mill Meadow Reservoir,50.40,26.67,0.00,41.24
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030106,Reese Creek-Fremont River,10.90,31.90,32.90,37.30
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030107,Parker Hollow,31.00,13.53,0.00,39.16
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030109,Riley Canyon-Fremont River,20.50,23.97,33.02,43.18
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030110,Elias Wells Hollow-Fremont River,14.50,56.73,32.85,30.21
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030205,Big Hollow,24.90,13.47,0.00,37.14
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030206,Tammy Hollow,33.40,14.13,0.00,39.76
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030210,Shingle Mill Creek-Fremont River,20.70,50.47,38.55,36.26
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030301,Boulder Creek-Fremont River,37.60,45.20,40.83,44.41
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030302,Fish Creek,47.30,22.30,41.18,55.39
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030303,Carcass Creek,55.50,27.77,41.93,56.56
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030304,Sulphur Creek,44.10,28.07,40.75,52.26
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030305,Donkey Creek-Fremont River,36.30,42.13,41.47,45.21
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030308,Upper Deep Creek,61.80,27.00,0.00,44.93
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030401,Upper Pleasant Creek,59.60,24.67,49.43,61.46
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030402,Lower Pleasant Creek,55.40,28.27,49.87,59.00
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030406,Oak Creek,27.70,47.33,22.72,34.36
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030408,Middle Sandy Creek,62.20,20.63,21.28,54.28
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030502,Cainville Wash,58.70,11.10,0.00,49.20
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030602,Nielson Wash-Fremont River,46.00,16.07,0.00,43.31
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030604,Upper Bull Creek,88.80,9.87,0.00,59.64
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700030605,Lower Bull Creek,73.90,12.10,40.50,67.43
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700050103,Upper North Creek,43.80,27.73,0.00,38.69
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700050104,Lower North Creek,62.30,40.63,0.00,40.56
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700050107,Wide Hollow Reservoir-Escalante River,16.00,63.10,41.35,31.42
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700050210,Calf Creek-Escalante River,54.90,30.63,34.70,52.99
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700060902,Little White Rock Canyon-Coyote Creek,66.40,18.07,38.87,62.40
